State | City | Name | Description
CONNECTICUT | BRIDGEPORT | ELIAS HOWE. | Royalties on sewing machine needles.
CONNECTICUT | CROMWELL | JUSTIN STOCKING. | Made over $2,000,000, chiefly in railroads.
CONNECTICUT | FAIRFIELD | MRS. HENRY S. GLOVER. | Made in the Cornwall ore bank, Pennsylvania.
CONNECTICUT | GREENWICH | CORNELIUS BENEDICT. | Stocks and brokerage.
CONNECTICUT | GREENWICH | A. FOSTER HIGGINS. | Made in the practice of his profession as adjuster and in insurance and investments.
CONNECTICUT | HARTFORD | CALDWELL H. COLT. | Manufacturing firearms.
CONNECTICUT | HARTFORD | LEONARD DANIELS. | Flour milling and investments.
CONNECTICUT | HARTFORD | GENERAL CHARLES E. HILLYER. | Banking and investments.
CONNECTICUT | HARTFORD | SAMUEL L. CLEMENS (known in literature as “Mark Twain”). | Made in the publication of his own books, in the firm of Charles L. Webster & Co., New-York City.
CONNECTICUT | HARTFORD | MARSHALL JEWELL. | Manufacture of belting and other lines of goods.
CONNECTICUT | HARTFORD | MRS. SARAH COLT (widow of Samuel Colt). | Manufacturing firearms.
CONNECTICUT | HARTFORD | JAMES G. BATTERSON. | Insurance, building and contracting.
CONNECTICUT | HARTFORD | BOLAND MATHER. | Merchandise, drygoods and banking.
CONNECTICUT | HARTFORD | HENRY KENEY. | Wholesale groceries, in partnership with Walter Keney, and investments in banks, insurance companies, railroads, etc.
CONNECTICUT | HARTFORD | Mrs. WALTER KENEY. | From her husband, who left to her his entire estate. Made in partnership with Henry Keney.
CONNECTICUT | LIME ROCK | WILLIAM H. BARNUM. | Manufacturing car-wheels and iron foundry business.
CONNECTICUT | MERIDEN | N. L. BRADLEY. | Manufacturing gas and kerosene fixtures, lamps, bronzes, etc. He is the treasurer of the Bradley & Hubbard Manufacturing Co.
CONNECTICUT | MERIDEN | EDWARD MILLER. | Manufacturing gas and kerosene fixtures, lamps, bronzes, etc.
CONNECTICUT | MERIDEN | JOHN D. BILLARD. | Merchandising, coal and lumber, building and banking. President of the First National Bank and the City Savings Bank.
CONNECTICUT | MERIDEN | CHARLES PARKER. | Iron foundry, guns, wood-screws, lamps, vises, etc. President of the Charles Parker Co., iron founders; and in Parker Brothers, guns, and the Parker & Whipple Co., hardware manufacturers.
CONNECTICUT | MERIDEN | WALTER HUBBARD (President of Bradley-Hubbard Manufacturing Co.). | Manufacturing gas and kerosene fixtures.
CONNECTICUT | MERIDEN | JOHN SUTLIFF (President, Foster & Merriam Co.). | Manufacturing cabinet hardware.
CONNECTICUT | MERIDEN | HORACE C. WILCOX. | Manufacturing plated ware.
CONNECTICUT | MERIDEN | LEMUEL J. CURTIS. | Manufacturing plated ware.
CONNECTICUT | MIDDLETOWN | JULIUS WADSWORTH. | Packing in Chicago, merchandising in New-Orleans, and railroads.
CONNECTICUT | MIDDLETOWN | HENRY G. HUBBARD. | Manufacturing and banking.
CONNECTICUT | MIDDLETOWN | JAMES W. ALSOP. | Made in the West India Trade, real estate in New-York and railroads.
CONNECTICUT | NAUGATUCK | JOHN H. WHITTEMORE (of the Tuttle & Whittemore Malleable Iron Company). | Made in the manufacture of iron. The company is a large concern and has branches in several other cities.
CONNECTICUT | NEW-BRITAIN | CORNELIUS B. ERWIN. | Manufacturing hardware in the Russell & Erwin Manufacturing Company.
CONNECTICUT | NEW-HAVEN | EZEKIEL H. TROWBRIDGE. | Shipping, West India trade and investments. New-Haven Railroad, etc.
CONNECTICUT | NEW-HAVEN | DANIEL TROWBRIDGE. | Made in shipping and the sale of groceries.
CONNECTICUT | NEW-HAVEN | HOADLEY B. IVES. | Mainly in railroad investments.
CONNECTICUT | NEW-HAVEN | J. B. SARGENT (of Sargent & Co.). | Manufacturing hardware.
CONNECTICUT | NEW-HAVEN | TREDWELL KETCHAM. | Banking and brokerage.
CONNECTICUT | NEW-HAVEN | MRS. ARTHUR N. GIFFORD. | Inherited from her father, Philip Manett, a merchant in Boston.
CONNECTICUT | NEW-HAVEN | RICHARD S. FELLOWS. | Wholesale merchant of clocks and watches in New-York City, and in gas companies and factories in Connecticut.
CONNECTICUT | NEW-HAVEN | HENRY FARNAM. | Canal and railroad building.
CONNECTICUT | NEW-HAVEN | HENRY F. ENGLISH. | Inherited. Lumber during the war, manufacturing clocks, etc., and a little in shipping.
CONNECTICUT | NEW-HAVEN | PIERCE N. WELCH. | Banking and manufacturing.
CONNECTICUT | NEW-HAVEN | JUSTUS S. HOTCHKISS. | Largely inherited. Partly made in manufacturing and in lumber.
CONNECTICUT | NEW-HAVEN | DR. HENRY BRONSON. | Long life of judicious investments in real estate and securities.
CONNECTICUT | NEW-HAVEN | OLIVER W. WINCHESTER. | Manufacturing patent shirts in Boston, and then manufacturer of fire-arms in New-Haven.
CONNECTICUT | NORWALK | HANFORD SMITH. | Partly in real estate.
CONNECTICUT | NORWICH | WILLIAM A. SLATER. | Inherited. Made in cotton manufacturing by his father, John F. Slater, who left an estate of several millions, and who gave $1,000,000 for the education of the colored race in the South.
CONNECTICUT | NORWICH | EDWARD CHAPPELL. | Merchandising; lumber and coal.
CONNECTICUT | NORWICH | A. P. STURTEVANT. | Woollen manufacturing in Connecticut; and real estate, including the Sturtevant House, in New-York City.
CONNECTICUT | NORWICH | CHARLES L. HUBBARD. | From his father, James L. Hubbard. Made in the manufacture of paper.
CONNECTICUT | NORWICH | LORENZO BLACKSTONE. | Made in cotton manufacturing and investments.
CONNECTICUT | PORTLAND | DAVID HALL. | Chiefly made in real estate in New-York City.
CONNECTICUT | ROCKVILLE | CYRUS WHITE. | Manufacturing envelopes and ginghams, rise in real estate, etc.
CONNECTICUT | SOUTHPORT | FREDERICK MARQUAND. | Jewelry business in New-York City and investments in real estate.
CONNECTICUT | STAMFORD | GEORGE H. CHASE. | Stock brokerage business in New-York City.
CONNECTICUT | STAMFORD | WALTON FERGUSON. | Iron manufacturing at Pittsburg.
CONNECTICUT | STAMFORD | GEORGE A. HOYT. | Merchandise, clothing, mining coal, and real estate.
CONNECTICUT | STAMFORD | JOSEPH B. HOYT (of Schulz & Hoyt, hide and leather merchants, New-York City). | Partly inherited from Joseph B. Hoyt, his father, manufacturer of leather belting, tanner and dealer in leather, who founded the firm of Hoyt Brothers and was associated with Ladew and Fayerweather as J.B. Hoyt & Co.|
CONNECTICUT | STAMFORD | THE REV. T. H. PORTER. | Inherited; tanning and leather.
CONNECTICUT | STAMFORD | J. I. RAYMOND. | Importing at New-York.
CONNECTICUT | STAMFORD | HENRY K. McHARG. | Brokerage business in New-York, railroads, and investments; is in Wabash Railroad, Colorado Coal and Iron Company, Morning Star Consolidated Mining Company, Evening Star Mining Company, etc.
CONNECTICUT | STAMFORD | HENRY R. TOWNE (president Yale & Towne Manufacturing Company). | Manufacturing patented locks.
CONNECTICUT | STAMFORD | FRANK SWAN. | Iron manufacturing in Joliet.
CONNECTICUT | STAMFORD | WILLIAM HUBBARD. | Merchandising in New-York City.
CONNECTICUT | STAMFORD | HIRAM DEWING. | Stocks.
CONNECTICUT | STAMFORD | W. A. LOTTIMER. | Inherited; made in merchandizing drygoods, and in stocks.
CONNECTICUT | STAMFORD | JOHN V. HECKER. | Self-raising flour, milling in New-York by his father and himself. President of the George V. Hecker Company.
CONNECTICUT | STAMFORD | W. W. SKIDDY (president of Stamford Manufacturing Company). | Manufacturing licorice and extracts.
CONNECTICUT | STAMFORD | JAMES D. SMITH (of James D. Smith & Co., New-York). | Brokerage and banking business and stocks.
CONNECTICUT | STAMFORD | FRANK PHELPS. | Importation of merchandise.
CONNECTICUT | THOMASTON | SETH THOMAS. | Manufacturing clocks.
CONNECTICUT | WEST WINSTED | WILLIAM L. GILBERT. | For fifty years president of the Gilbert Clock Company. Had other factory and banking interests. He was a member of Gilbert & Gay, bankers, now Holmes & Gay.
DELAWARE | WILMINGTON | JOSEPH SWIFT. | Manufacturing matches.
DELAWARE | WILMINGTON | WILLIAM K. SWIFT. | Manufacturing matches.
DELAWARE | WILMINGTON | MRS. E. B. McCOMB (widow of Henry S. McComb). | Made in railroad building and railroad stocks chiefly. Some in tanning.
DELAWARE | WILMINGTON | JAMES C. McCOMB. | Made in railroad building and railroad stocks chiefly. Some in tanning.
DELAWARE | WILMINGTON | MISS HANNAH SHIPLEY. | Made in banking by her brother, Joseph Shipley, an Englishman.
DELAWARE | WILMINGTON | COLONEL H. A. DUPONT. | From his father, General Henry Dupont, head of the Dupont Powder Works, and made in the manufacture of gunpowder and investment of accumulations. Colonel Dupont is president of the Wilmington and Northern Railroad Company.
DELAWARE | WILMINGTON | WILLIAM DUPONT. | Inherited. Fortune made in manufacturing powder.
DELAWARE | WILMINGTON | SAMUEL HARLAN (of Harlan & Hollingsworth Company). | Iron shipbuilding.
DELAWARE | WILMINGTON | THOMAS JACKSON (of Harlan & Hollingsworth Company). | Iron shipbuilding.
DELAWARE | WILMINGTON | COLONEL JOSHUA CLAYTON. | Planting and farm lands.
DELAWARE | LEWES | HARBESON HICKMAN. | Land investments in the West, and vessels and lands in Delaware.
DISTRICT OF COLUMBIA | null | MRS. NICHOLAS L. ANDERSON. | From Nicholas Longworth, of Cincinnati. Made in real estate and investments.
DISTRICT OF COLUMBIA | null | ALEXANDER GRAHAM BELL. | Made in the Bell telephone, patented.
DISTRICT OF COLUMBIA | null | MRS. ALEXANDER GRAHAM BELL. | Made in the Bell telephone, patented. Her husband transferred to her $10,000,000 or more of the stock of the Bell Telephone Company.
DISTRICT OF COLUMBIA | null | REV. JOHN A. ASPINWALL. | From his father, William H. Aspinwall. Made in coasting vessels, the Panama Railroad, etc.
DISTRICT OF COLUMBIA | null | A. L. BARBER. | Asphalt street pavements. The Barber Asphalt Paving Company has branches in New-York City, Long Island City, Harrisburgh, Chicago, St. Louis, St. Joseph and Omaha.
DISTRICT OF COLUMBIA | null | W. W. CORCORAN. | Banking and negotiation of United States bonds.
DISTRICT OF COLUMBIA | null | MRS. ZACHARIAH CHANDLER. | Wholesale drygoods and speculation in United States bonds.
DISTRICT OF COLUMBIA | null | MATTHEW G. EMERY. | Real estate and banking, president of Second National Bank.
DISTRICT OF COLUMBIA | null | CHARLES C. GLOVER (of Riggs & Co., bankers). | Made a fortune in banking and sagacious investments in real estate.
DISTRICT OF COLUMBIA | null | GARDINER G. HUBBARD. | Made in the Bell telephone mainly, but he is also extensively interested in city and suburban real estate in Washington.
DISTRICT OF COLUMBIA | null | CHRISTIAN HEURICH. | Brewing and real estate.
DISTRICT OF COLUMBIA | null | GEORGE E. LEMON. | Pension agency business and his weekly newspaper.
DISTRICT OF COLUMBIA | null | JOHN T. LENMAN. | Real estate. He owns the Lenman Building and a large amount of other local property.
DISTRICT OF COLUMBIA | null | MRS. DAVID B. MORGAN. | Made by her husband in Wall Street.
DISTRICT OF COLUMBIA | null | HENRY McSHANE. | Bell and brass foundry business.
DISTRICT OF COLUMBIA | null | SAMUEL NORMENT. | Lumber manufacturing, insurance and real estate. Was president of Central National Bank.
DISTRICT OF COLUMBIA | null | PROFESSOR PATTEN. | Western railroads and lands.
DISTRICT OF COLUMBIA | null | E. FRANCIS RIGGS. | Private banking. Inherited from George W. Riggs, the banker, who was associated with W. W. Corcoran in Riggs & Co., and who left an estate of over $3,000,000.
DISTRICT OF COLUMBIA | null | JAMES N. RICHARDS. | Manufacturing bricks.
DISTRICT OF COLUMBIA | null | COLONEL HENRY STRONG. | Real estate, etc.
DISTRICT OF COLUMBIA | null | JOHN W. THOMPSON. | Plumbing, real estate, local corporations and railroads. President of National Metropolitan Bank.
DISTRICT OF COLUMBIA | null | MRS. EDWARD TEMPLE. | From her father, William Gunton. Made in real estate and banking.
DISTRICT OF COLUMBIA | null | CALEB C. WILLARD. | One of the three Willard brothers, who have figured here for half a century and own the Willard Hotel and some of the finest of Washington property.
DISTRICT OF COLUMBIA | null | JOSEPH WILLARD. | Hotel-keeping, real estate and local corporations.
DISTRICT OF COLUMBIA | null | HENRY A. WILLARD. | Hotel-keeping, real estate and local corporations.
DISTRICT OF COLUMBIA | null | MRS. JOHN HAY. | Inherited from Amasa Stone, her father. Made in bridge-building and railroads and miscellaneous enterprises.
DISTRICT OF COLUMBIA | null | GENERAL EDWARD F. BEALE. | Lands in California (Spanish grants) and local investments. He was appointed Surveyor General of California by President Grant and thus became aquianted with the opportunities which led to his great fortune. He has real estate here.
DISTRICT OF COLUMBIA | null | JOHN ELLIOTT. | Banking, merchandising and investments.
DISTRICT OF COLUMBIA | null | COLONEL WILLIAM M. STEWART. | Law practice in California, banks in the South, etc.
DISTRICT OF COLUMBIA | null | MISS SARAH H. COLEMAN. | Made in Pennsylvania in the almost inexhaustible Cornwall iron-ore hills. See Cornwall, Penn.
DISTRICT OF COLUMBIA | null | MRS. MARGARET C. FREEMAN (born Coleman and widow of Colonel W. G. Freeman, U. S. A.). | Her fortune comes from Cornwall iron-ore hills. See Cornwall, Penn.
DISTRICT OF COLUMBIA | null | HUGH McCULLOCH. | Made in banking and railroads. Was with Jay Cooke & Co.
FLORIDA | KEY WEST | EDWARD H. GATO. | Cigarmaking.
FLORIDA | KEY WEST | WILLIAM CURRY. | Shipbuilding and merchandising, groceries and provisions.
FLORIDA | OCALA | JOHN F. DUNN. | Phosphate lands, orange groves and banking. Is president of Merchants’ National Bank.
FLORIDA | PENSACOLA | MARTIN H. SULLIVAN. | Partly inherited. Made in sawmills, export of lumber and banking. He is president of First National Bank.
FLORIDA | ST. AUGUSTINE | I. S. CRUFTS. | Hotel and real estate. He has several hotels in different parts of the country.
FLORIDA | SANFORD | HENRY S. SANFORD. | Real estate and banking.
GEORGIA | CITY OF ATLANTA | HUGH T. INMAN. | Merchandising and investments.
GEORGIA | CITY OF ATLANTA | S. M. INMAN. | Commission cotton business.
GEORGIA | CITY OF ATLANTA | EX-SENATOR JOSEPH E. BROWN. | Made in railroads and real estate, iron and coal property in the South, and Atlanta real estate.
GEORGIA | CITY OF ATLANTA | CAPTAIN W. D. GRANT. | Railroad building; leasing convicts; and Atlanta real estate, of which he is probably the largest single holder.
GEORGIA | AUGUSTA | J. B. WHITE. | Wholesale and retail drygoods, clothing and boots and shoes.
GEORGIA | GROVETON | HARMON ROWLEY. | Interested in foundry business, real estate and investments.
GEORGIA | LITHIA SPRINGS | E. W. MARSH. | Hotel business and real estate.
GEORGIA | SAVANNAH | MR. FRANK. | Wholesale drygoods.
GEORGIA | SAVANNAH | MR. MEINHARD. | Wholesale clothing.
IDAHO | BOISE CITY | J. R. D. LAMAR. | Mines (gold and silver).
IDAHO | BOISE CITY | JOHN LEMP. | Brewing and banking. He is president of the First National Bank of Idaho.
ILLINOIS | BLOOMINGTON | MATTHEW W. SCOTT. | Dealing in coal and timber lands, and large areas of farm land.
ILLINOIS | BLOOMINGTON | CYRENUS WAKEFIELD. | Manufacture of proprietary medicines.
ILLINOIS | CABLE | MRS. MARY I. CABLE. | Merchandising and investments.
ILLINOIS | CAIRO | WILLIAM P. HALLIDAY. | Forwarding, grain and lumber, banking, and real estate. Is president of City National Bank.
ILLINOIS | DECATUR | W. H. ENNIS. | Railroad building and contracting mainly. He helped construct the Illinois Central Railroad, and bought lands along the line and sold them at a large profit. He inherited large tracts of land and is the owner of many improved farms.
ILLINOIS | DECATUR | LEWIS B. CASNER. | Made in farming, lands, and inheritance from brothers, who made their money in the same way.
ILLINOIS | DECATUR | ORLANDO POWERS. | Country and city real estate. He owns blocks of business property in Decatur, including the Powers Opera House, which he built, and has some valuable farming lands.
ILLINOIS | DE KALB | ISAAC L. ELWOOD. | Manufacturing patented articles and barbed wire. He is worth several millions.
ILLINOIS | DE KALB | W. L. ELWOOD. | Manufacturing patented articles and barbed wire in partnership with his father, Isaac L. Elwood; and importing and selling horses.
ILLINOIS | DE KALB | J. F. GLIDDEN. | Made in iron manufacturing and investments. Owner in the De Kalb Rolling Mills, and in the Glidden House.
ILLINOIS | ELGIN | MARK W. DUNHAM. | Breeding of Percheron horses and stock farm of 2,000 acres.
ILLINOIS | ELGIN | MATTHEW W. DU BOIS. | Cattle raising in Texas, and farm at Elgin. He made his first $50,000 in the drygoods business.
ILLINOIS | ELGIN | MARTIN RYERSON. | Manufacturing Elgin watches.
ILLINOIS | FERNWOOD | E. F. GILLETTE. | Flour milling.
ILLINOIS | MOLINE | CHARLES H. DEERE (of Deere & Co.). | Manufacturing ploughs and agricultural implements.
ILLINOIS | NATIONAL STOCK YARDS | FRANCIS WHITAKER. | Pork packing.
ILLINOIS | PANA | WILLIAM EUGENE HAYWARD. | Mostly inherited from his father, John S. Hayward. All made in banking, real estate and loans.
ILLINOIS | PEORIA | JOHN C. PROCTOR. | Lumber dealing, real estate and president of First National Bank.
ILLINOIS | PEORIA | MARTIN KINGMAN. | Manufacturing agricultural implements, and president of Central National Bank.
ILLINOIS | PEORIA | JACOB DARST. | Made in real estate.
